Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
2854;big bullshit... SBY, you really close it well enough, for a disaster legacy. are you out of your mind sir ?.. #ShameOnYouSBY;1;1;1;0;0;0;0;0;1;1;0;0;besar bullshit susilo bambang yudhoyono you really close it well enough for a disaster legacy are you out of your mind sir shame on you susilo bambang yudhoyono;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;big bullshit... SBY, you really close it well enough, for a disaster legacy. are you out of your mind sir ?.. #ShameOnYouSBY;1;1;1;0;0;0;0;0;1;1;0;0;besar omong kosong susilo bambang yudhoyono anda benar benar menutupnya dengan cukup baik untuk warisan bencana anda keluar dari pikiran anda pak malu pada anda susilo bambang yudhoyono;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
2893;"Just spent several weeks in Indonesia...almost impossible to do so. They make everything they can from it.

Also MSG, they have a huuuge boner for MSG. Which sucks because I kept getting headaches eating local food in local kitchens, it's in the sauces they use+they use Palm oil";0;1;0;0;0;0;0;0;0;0;0;0;just spent several weeks in indonesia almost impossible to do so they make everything they can from it also masing they have a huge boner for masing which sucks because i kept getting headaches eating lokal food in lokal kitchens it in the sauces they use they use palm oil;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Just spent several weeks in Indonesia...almost impossible to do so. They make everything they can from it.

Also MSG, they have a huuuge boner for MSG. Which sucks because I kept getting headaches eating local food in local kitchens, it's in the sauces they use+they use Palm oil";0;1;0;0;0;0;0;0;0;0;0;0;hanya menghabiskan beberapa minggu di indonesia hampir mustahil untuk melakukannya sehingga mereka membuat semua  mereka dapat dari itu juga masing masing mereka memiliki kesalahan besar untuk masing masing  menyebalkan karena saya terus mendapatkan sakit kepala makan makanan lokal di dapur lokal itu dalam saus  mereka gunakan mereka menggunakan minyak sawit;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2914;"Maybe all musos do the same here in Jakarta post flooding! 

Democracy at its truest! Don't see this ever happens in Indonesia.  https://twitter.com/vanbadham/status/1212717511541587968ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;maybe all musos do the sama here in jakarta post flooding democracy at it is truest do not see this ever happens in indonesia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Maybe all musos do the same here in Jakarta post flooding! 

Democracy at its truest! Don't see this ever happens in Indonesia.  https://twitter.com/vanbadham/status/1212717511541587968ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;mungkin semua muso melakukan hal  sama di sini di jakarta pasca demokrasi  membanjiri itu benar tidak melihat ini pernah terjadi di indonesia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2917;a 90% muslim Indonesia, prints Ganesha, a hindu god, to show respect to a 1.7% hindu minority, while so called democracy India, feels threatened by a few signs of muslim heritage;0;0;0;0;0;0;0;0;0;0;0;0;a muslim indonesia prints ganesha a hindu god to show respect to a hindu minoritas ketika so called democracy india feels threatened by a few signs of muslim heritage;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;a 90% muslim Indonesia, prints Ganesha, a hindu god, to show respect to a 1.7% hindu minority, while so called democracy India, feels threatened by a few signs of muslim heritage;0;0;0;0;0;0;0;0;0;0;0;0;a muslim indonesia mencetak ganesha dewa hindu untuk menunjukkan rasa hormat kepada kompilasi hindu minoritas  disebut demokrasi india merasa terancam oleh beberapa tanda warisan muslim;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2923;While there's a man who's ungrateful, looking for another woman while already had a wife, I'm here standing by the girl who I love so much e/tho countless time she already refused me. So, fuck off to this kind of man. Pelesit bangsat.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;ketika there a man who ungrateful looking for another woman ketika already had a istri i sama here standing by the girl who i love so much e though countless time she already refused me so fuck off to this kind of man pelesit bangsat ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;While there's a man who's ungrateful, looking for another woman while already had a wife, I'm here standing by the girl who I love so much e/tho countless time she already refused me. So, fuck off to this kind of man. Pelesit bangsat.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;kompilasi ada seorang pria  tidak tahu berterima kasih mencari wanita lain kompilasi sudah punya istri i sama di sini berdiri oleh gadis  sangat saya cintai meskipun tak terhitung waktu dia sudah menolak saya jadi persetan dengan pria seperti ini pelesit bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2925;I love u from the start so it breaks my heart. Wooo jembut jembut;0;1;0;0;0;0;0;0;0;0;0;0;i love kamu from the start so it breaks my heart wooo jembut jembut;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I love u from the start so it breaks my heart. Wooo jembut jembut;0;1;0;0;0;0;0;0;0;0;0;0;aku cinta kamu dari awal jadi itu menghancurkan hatiku wooo jembut jembut;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2939;yahudi bangsat RT  USER: Under instructions from Israel, Egyptian forces are now destroying the lifeline tunnels to Gaza.;1;1;0;1;1;0;0;0;0;0;1;0;yahudi bangsat rt user under instructions from israel egyptian forces are now destroying the lifeline tunnels to gaza ;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;en;yahudi bangsat RT  USER: Under instructions from Israel, Egyptian forces are now destroying the lifeline tunnels to Gaza.;1;1;0;1;1;0;0;0;0;0;1;0;yahudi bangsat rt pengguna di bawah instruksi dari pasukan mesir israel sekarang menghancurkan terowongan penyelamat ke gaza;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;en
2961;"When we could ride together..?, uuupssSS...!!
*kidding";0;0;0;0;0;0;0;0;0;0;0;0;when we could ride together  kidding;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"When we could ride together..?, uuupssSS...!!
*kidding";0;0;0;0;0;0;0;0;0;0;0;0;ketika kita bisa naik bersama bercanda;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2962;"i tho sm is the one and only satan on ramadhan but israel is the ""bapak segala setan"" on ramadhan #PrayForGaza";1;1;0;1;0;0;0;0;1;0;1;0;i though sama is the one and only satan on ramadan but israel is the bapak segala setan on ramadan pray for gaza;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;"i tho sm is the one and only satan on ramadhan but israel is the ""bapak segala setan"" on ramadhan #PrayForGaza";1;1;0;1;0;0;0;0;1;0;1;0;saya pikir sama adalah satu satunya setan di bulan ramadhan tetapi israel adalah bapak segala setan di bulan ramadhan berdoa untuk gaza;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
2964;wtf lalaspooh. i'm having a bad day trough and need to remember that they unloaded six thousand bricks in the wrong address pic.twitter.com/aIl2jYJOLT;0;1;0;0;0;0;0;0;0;0;0;0;what the fuck lalaspooh i sama having a bad day trough and need to remember that they unloaded six thousand bricks in the salah address ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;wtf lalaspooh. i'm having a bad day trough and need to remember that they unloaded six thousand bricks in the wrong address pic.twitter.com/aIl2jYJOLT;0;1;0;0;0;0;0;0;0;0;0;0;apa apaan lalaspooh i sama mengalami hari  buruk melalui dan perlu ingat bahwa mereka menurunkan enam ribu batu bata di alamat salah;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2972;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Yang maksa si;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user  memaksa ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Yang maksa si;0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna  ditawarkan ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2983;"Anything for gold medal. ""I step then run while race walking, I won a gold medal while i got knocked out by Thailand."" #ShameOnYouMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;anything for gold medal i step then run ketika race walking i won a gold medal ketika i got knocked out by thailand shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Anything for gold medal. ""I step then run while race walking, I won a gold medal while i got knocked out by Thailand."" #ShameOnYouMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;apa saja untuk medali emas saya melangkah kemudian menjalankan lomba lari berjalan saya memenangkan medali emas kompilasi saya tersingkir oleh thailand malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2992;GUE NYESEL BUKA BANGSAT HES ON A BED I WANT TO JUMP FROM MY BEDROOM WINDOW RIGHT NOW WHAT THE FUCKERY FUCK I DIDNT SIGN UP FOR THIS BIGHIT I,,,,;0;1;0;0;0;0;0;0;0;0;0;0;aku menyesal buka bangsat hes on a bed i want to jump from my bedroom window right now apa the fuck fuck i did not sign up for this big hit i ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;GUE NYESEL BUKA BANGSAT HES ON A BED I WANT TO JUMP FROM MY BEDROOM WINDOW RIGHT NOW WHAT THE FUCKERY FUCK I DIDNT SIGN UP FOR THIS BIGHIT I,,,,;0;1;0;0;0;0;0;0;0;0;0;0;aku menyesal buka bangsat di tempat tidur aku ingin melompat dari jendela kamarku sekarang apa apaan aku tidak mendaftar untuk hit besar ini;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
2993;I don't wanna give you fuck jungkook, why your voice look so hot, bangsat emang jungkook,,,,;0;1;0;0;0;0;0;0;0;0;0;0;i do not ingin give you fuck jungkook kenapa your suara look so hot bangsat memang jungkook ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I don't wanna give you fuck jungkook, why your voice look so hot, bangsat emang jungkook,,,,;0;1;0;0;0;0;0;0;0;0;0;0;aku tidak ingin memberitahumu jungkook kenapa suaramu terlihat sangat seksi bangsat memang jungkook;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3000;Idk man I use 'fuck' a lot but it's not as satisfying as using 'bangsat' or 'kampret',,,,;0;1;0;0;0;0;0;0;0;0;0;0;i do not know man i use fuck a lot but it not as satisfying as using bangsat orang kampret ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Idk man I use 'fuck' a lot but it's not as satisfying as using 'bangsat' or 'kampret',,,,;0;1;0;0;0;0;0;0;0;0;0;0;saya tidak tahu pria saya banyak menggunakan fuck tapi tidak memuaskan seperti menggunakan bangsat orang kampret;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3009;"Casual Malaysia is a bunch of a retard ppl. #ShameOnYouMalaysia
2 v 20 ?
Fuck you dumbass. Country of Giveaway.";1;1;0;1;0;0;0;0;1;0;1;0;casual malaysia is a bunch of a retard people shame on you malaysia v fuck you dumbass country of giveaway ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;"Casual Malaysia is a bunch of a retard ppl. #ShameOnYouMalaysia
2 v 20 ?
Fuck you dumbass. Country of Giveaway.";1;1;0;1;0;0;0;0;1;0;1;0;kasual malaysia adalah sekelompok orang retard malu pada anda malaysia v bercinta anda bodoh negara giveaway;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
3036;bangsat i trying to expect less but still nyesel sendiri i dont do the best fuck,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bangsat i trying to expect less but still menyesal sendiri i do not do the best fuck ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;bangsat i trying to expect less but still nyesel sendiri i dont do the best fuck,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bangsat saya mencoba berharap kurang tetapi masih menyesal sendiri saya tidak melakukan  terbaik;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3043;I always have thought that Isis,  http://black.orgÃÂ , HTI, FPI, ormas+supporters of hardliner, they all have same mentality, but different access on weapon. Just like zombie level on ResidentEvil game;0;0;0;0;0;0;0;0;0;0;0;0;i always have thought that isis hizbut tahrir indonesia front pembela islam organisasi masyarakat supporters of hardliner they all have sama mentality but different access on weapon just like zombie level on resident evil game;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I always have thought that Isis,  http://black.orgÃÂ , HTI, FPI, ormas+supporters of hardliner, they all have same mentality, but different access on weapon. Just like zombie level on ResidentEvil game;0;0;0;0;0;0;0;0;0;0;0;0;saya selalu berpikir bahwa isis hizbut tahrir front indonesia pembela islam organisasi masyarakat pendukung garis keras mereka semua memiliki mentalitas  sama tetapi akses  berbeda pada senjata seperti tingkat zombie pada game jahat penduduk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3064;saying anjing and bangsat are more fun than fuck and asshole tho;0;1;0;0;0;0;0;0;0;0;0;0;saying anjing and bangsat are more fun tahan fuck and asshole though;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;saying anjing and bangsat are more fun than fuck and asshole tho;0;1;0;0;0;0;0;0;0;0;0;0;mengatakan anjing dan bangsat lebih menyenangkan tahan fuck dan bajingan;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3076;where the fuck i've been why i always late, bangsat ÃÂ°ÃÂ¸Ã¢ÂÂ¢ÃÂ,,,,;0;1;0;0;0;0;0;0;0;0;0;0;where the fuck i ve been kenapa i always late bangsat ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;where the fuck i've been why i always late, bangsat ÃÂ°ÃÂ¸Ã¢ÂÂ¢ÃÂ,,,,;0;1;0;0;0;0;0;0;0;0;0;0;dimana aku sudah pernah kenapa aku selalu terlambat bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3077;VIETNAM NOT  SLAVERY  NATION  NOT  ISIL  BEJAT  USER;0;1;0;0;0;0;0;0;0;0;0;0;vietnam not slavery nation not isil bejat user;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;VIETNAM NOT  SLAVERY  NATION  NOT  ISIL  BEJAT  USER;0;1;0;0;0;0;0;0;0;0;0;0;vietnam bukan perbudakan bangsa bukan isil bejat pengguna;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3093;Zionis laknat RT  USER: #Israel 'regrets' but 'will not apologise' for #Gaza flotilla deaths and hopes to mend ...  http://tmi.me/fpjJMÃÂ ;1;1;0;1;0;0;0;0;1;0;1;0;zionis laknat rt user israel aregrets but will not apologise for gaza flotilla deaths and hopes to mend ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;Zionis laknat RT  USER: #Israel 'regrets' but 'will not apologise' for #Gaza flotilla deaths and hopes to mend ...  http://tmi.me/fpjJMÃÂ ;1;1;0;1;0;0;0;0;1;0;1;0;zionis laknat rt pengguna israel aregret tetapi tidak akan meminta maaf atas kematian armada gaza dan berharap untuk memperbaiki;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
3106;scout for traits then just ask for sperm lol;0;0;0;0;0;0;0;0;0;0;0;0;scout for traits then just tanya for sperm ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;scout for traits then just ask for sperm lol;0;0;0;0;0;0;0;0;0;0;0;0;mencari ciri ciri lalu hanya bertanya untuk sperma ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3114;Feces like him are splattered throughout Malaysian twitter but what makes him special was that he called himself a cina kafir Ã°ÂÂ¤Â£ all that just to make it look like non-muslims were against LGBTQ too;0;1;0;0;0;0;0;0;0;0;0;0;feces like him are splattered throughout malaysian twitter but apa makes him spesial was that he called himself a cina kafir all that just to make it look like non muslims were against lesbian gay bisexual transgender queer too;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Feces like him are splattered throughout Malaysian twitter but what makes him special was that he called himself a cina kafir Ã°ÂÂ¤Â£ all that just to make it look like non-muslims were against LGBTQ too;0;1;0;0;0;0;0;0;0;0;0;0;kotoran seperti dia berlumuran di seluruh twitter malaysia tetapi apa  membuatnya spesial adalah bahwa dia menyebut dirinya seorang cina kafir semua itu hanya untuk membuatnya terlihat seperti orang orang non muslim juga menentang lesbian gay biseksual transgender aneh juga;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3119;No national boyfriend day cause for the fuck sake he broke my heart bangsat,,,,;0;1;0;0;0;0;0;0;0;0;0;0;no nasional boyfriend day cause for the fuck sake he broke my heart bangsat ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;No national boyfriend day cause for the fuck sake he broke my heart bangsat,,,,;0;1;0;0;0;0;0;0;0;0;0;0;tidak ada hari pacar nasional karena dia patah hati bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3122;yes, please stop using #PrabowoGila in your tweet;0;1;0;0;0;0;0;0;0;0;0;0;iya please stop using prabowo gila in your twit;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;yes, please stop using #PrabowoGila in your tweet;0;1;0;0;0;0;0;0;0;0;0;0;iya tolong berhenti menggunakan prabowo gila di twit anda;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3124;Fuck Off  USER and you   USER Bangsat!;1;1;1;0;0;0;0;0;1;1;0;0;fuck off user and you user bangsat ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;Fuck Off  USER and you   USER Bangsat!;1;1;1;0;0;0;0;0;1;1;0;0;persetan dengan pengguna dan anda pengguna bangsat;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
3134;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3139;I think you should give this to him, to make sure he say this is not azab but musibah. MUNAFIK TAK TERBATAS  pic.twitter.com/5xd05IcGuj;0;0;0;0;0;0;0;0;0;0;0;0;i think you should give this to him to make sure he say this is not azab but musibah munafik tidak terbatas ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I think you should give this to him, to make sure he say this is not azab but musibah. MUNAFIK TAK TERBATAS  pic.twitter.com/5xd05IcGuj;0;0;0;0;0;0;0;0;0;0;0;0;saya pikir anda harus memberikan ini kepadanya untuk memastikan dia mengatakan ini bukan azab tetapi musibah munafik tidak terbatas;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3142;Yeah, Indonesia was a military dictatorship until the late 90s. Their Democracy is young.;0;0;0;0;0;0;0;0;0;0;0;0; indonesia was a military dictatorship until the late s their democracy is young ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Yeah, Indonesia was a military dictatorship until the late 90s. Their Democracy is young.;0;0;0;0;0;0;0;0;0;0;0;0; indonesia adalah kediktatoran militer sampai akhir an demokrasi mereka masih muda;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3145;Malaysians need 2 stop apologizing 2 h8rs n sore losers out there. We earn this #ShameOnYouMalaysia? #SwishSwishBish #SEAGames2017 pic.twitter.com/gcWsZePMSy;0;0;0;0;0;0;0;0;0;0;0;0;malaysians need stop apologizing h rs dan sore losers out there we earn this shame on you malaysia swish swish bish sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Malaysians need 2 stop apologizing 2 h8rs n sore losers out there. We earn this #ShameOnYouMalaysia? #SwishSwishBish #SEAGames2017 pic.twitter.com/gcWsZePMSy;0;0;0;0;0;0;0;0;0;0;0;0;malaysia perlu berhenti meminta maaf h rs dan pecundang sakit di luar sana kami mendapatkan rasa malu ini pada anda malaysia swish swish bish sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3146;PAANSI BANGSAT WHO CARES ABT THE CAMPAIGN SRSLY FUCK OUR COUNTRY'S POLITICS,,,,;0;1;0;0;0;0;0;0;0;0;0;0;apa  bangsat who cares about the kampanye seriously fuck our country politics ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;PAANSI BANGSAT WHO CARES ABT THE CAMPAIGN SRSLY FUCK OUR COUNTRY'S POLITICS,,,,;0;1;0;0;0;0;0;0;0;0;0;0;apa  bangsat  peduli dengan kampanye serius bercinta dengan politik negara kita;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3147;See you in the 2019 SEA Games in the Philippines and there will be no more cheating. #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;see you in the sea games in the philippines and there will be no more cheating shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;See you in the 2019 SEA Games in the Philippines and there will be no more cheating. #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;sampai jumpa di pertandingan laut di filipina dan tidak akan ada lagi kecurangan malaysia padamu;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3149;We are neighbour countries, Indonesia.. Is it nice to actually make #MalaysiaMiskinBudaya a TT? & disgrace d country dat provide u ppl help?;0;0;0;0;0;0;0;0;0;0;0;0;we are neighbour countries indonesia is it nice to actualy make malaysia miskin budaya a tt disgrace di country dat provide kamu people help ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;We are neighbour countries, Indonesia.. Is it nice to actually make #MalaysiaMiskinBudaya a TT? & disgrace d country dat provide u ppl help?;0;0;0;0;0;0;0;0;0;0;0;0;kami adalah negara tetangga indonesia apakah itu baik untuk benar benar membuat malaysia miskin budaya a tt aib di negara karena kamu orang membantu;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3154;Short shorts make movement easier. Less fabric to get caught up in let him cook he know what he need;0;0;0;0;0;0;0;0;0;0;0;0;short shorts make movement easier less fabric to get caught up in let him cook he know apa he need;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Short shorts make movement easier. Less fabric to get caught up in let him cook he know what he need;0;0;0;0;0;0;0;0;0;0;0;0;celana pendek membuat gerakan kain lebih mudah untuk terjebak di biarkan dia memasak dia tahu apa  dia butuhkan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3167;call me 'kampungan', 'ndeso' whatever but seeing tall buildings actually makes me happy. it's satisfying(?) i failed to be an architect so looking at those tall buildings makes me feel close to my dream  pic.twitter.com/FeUxsIY5kU;0;1;0;0;0;0;0;0;0;0;0;0;call me kampungan kampungan apapun but seeing tall buildings actualy makes me happy it satisfying i failed to be an architect so looking at those tall buildings makes me feel close to my dream ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;call me 'kampungan', 'ndeso' whatever but seeing tall buildings actually makes me happy. it's satisfying(?) i failed to be an architect so looking at those tall buildings makes me feel close to my dream  pic.twitter.com/FeUxsIY5kU;0;1;0;0;0;0;0;0;0;0;0;0;panggil aku kampungan kampungan apa  tapi melihat gedung gedung tinggi benar benar membuatku bahagia itu memuaskan aku gagal menjadi seorang arsitek jadi memandangi gedung gedung tinggi itu membuatku merasa dekat dengan mimpiku;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
3174;Here we go again, crying Ã°ÂÂÂ­ We lost Uncle Titit 2 months ago and now I lost my childhood fave basketball player Kobe Ã°ÂÂÂ;0;1;0;0;0;0;0;0;0;0;0;0;here we go again menangis we lost paman titit bulan ago and now i lost my childhood fave basketball player kobe ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Here we go again, crying Ã°ÂÂÂ­ We lost Uncle Titit 2 months ago and now I lost my childhood fave basketball player Kobe Ã°ÂÂÂ;0;1;0;0;0;0;0;0;0;0;0;0;di sini kita pergi lagi menangis kita kehilangan paman titit bulan  lalu dan sekarang saya kehilangan pemain basket fave masa kecil saya kobe;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
